image,status
DSC_1787_1.JPG,1,0.8742711483674572
DSC_1787_2.JPG,1,0.9754746427281639
DSC_1788_1.JPG,1,0.9226524758665743
DSC_1788_2.JPG,1,0.9570938011740254
DSC_1789_1.JPG,1,0.9625057512300719
DSC_1789_2.JPG,1,0.9236373694909593
DSC_1790_1.JPG,1,0.9445403643522179
DSC_1790_2.JPG,1,0.9293734154291923
DSC_1791_1.JPG,1,0.8996684522449133
DSC_1791_2.JPG,1,0.9945211379752513
DSC_1792_1.JPG,1,0.9087931754459225
DSC_1792_2.JPG,1,0.9796469245444926
DSC_1793_1.JPG,1,0.9168670895799639
DSC_1793_2.JPG,1,0.9870863343592347
DSC_1794_1.JPG,1,0.9041689137291432
DSC_1794_2.JPG,1,0.9738902657720284
DSC_1795_1.JPG,1,0.9027123224466929
DSC_1795_2.JPG,1,0.9930208330969117
DSC_1796_1.JPG,1,0.9276510121131635
DSC_1796_2.JPG,1,0.9922306169950585
DSC_1797_1.JPG,1,0.9196312967972629
DSC_1797_2.JPG,1,0.993639498440418
DSC_1798_1.JPG,1,0.9313097427399308
DSC_1798_2.JPG,1,0.994311942182823
DSC_1799_1.JPG,1,0.9463376741178912
DSC_1799_2.JPG,1,0.9930966859829533
DSC_1800_1.JPG,1,0.9285452095094433
DSC_1800_2.JPG,1,0.9914560961397295
DSC_1801_1.JPG,1,0.929386043284947
DSC_1801_2.JPG,1,0.9914009020574855
DSC_1805_1.JPG,1,0.8252835008885266
DSC_1805_2.JPG,0,1.01
DSC_1806_1.JPG,1,0.9183015377819497
DSC_1806_2.JPG,1,0.9848838461814656
DSC_1807_1.JPG,1,0.9134632433267177
DSC_1807_2.JPG,1,0.9866226601276669
DSC_1808_1.JPG,1,0.9481998255886384
DSC_1808_2.JPG,1,0.9762756002341094
DSC_1809_1.JPG,1,0.9714558593451126
DSC_1809_2.JPG,1,0.9695012808633564
DSC_1810_1.JPG,1,0.9746769676785835
DSC_1810_2.JPG,1,0.9797543504150447
DSC_1811_1.JPG,1,0.9936454431704385
DSC_1811_2.JPG,1,0.9651955304092207
DSC_1812_1.JPG,1,0.9529423213999205
DSC_1812_2.JPG,1,0.9885921239005606
DSC_1813_1.JPG,1,0.9268370259832857
DSC_1813_2.JPG,1,0.9880251933349279
DSC_1814_1.JPG,1,0.9578835989550637
DSC_1814_2.JPG,1,0.9846654916545464
DSC_1815_1.JPG,1,0.9846509883556068
DSC_1815_2.JPG,1,0.9784530262935416
DSC_1816_1.JPG,1,0.9529440959316055
DSC_1816_2.JPG,0,1.01
DSC_1817_1.JPG,1,0.989744743414071
DSC_1817_2.JPG,1,0.9804099575729693
DSC_1818_1.JPG,1,0.9882944279665814
DSC_1818_2.JPG,1,0.9812781929856684
DSC_1819_1.JPG,1,0.9898099212067458
DSC_1819_2.JPG,1,0.9810297009279999
DSC_1820_1.JPG,1,0.9942929474320453
DSC_1820_2.JPG,1,0.9822286714946636
DSC_1821_1.JPG,1,0.9845958753569494
DSC_1821_2.JPG,1,0.974120737657691
DSC_1822_1.JPG,1,0.9945505816642034
DSC_1822_2.JPG,1,0.9618305287337444
DSC_1823_1.JPG,1,0.9732609873689155
DSC_1823_2.JPG,1,0.9600733003481766
DSC_1824_1.JPG,1,0.9711926747730245
DSC_1824_2.JPG,1,0.970940218616575
DSC_1825_1.JPG,1,0.9928412812248884
DSC_1825_2.JPG,1,0.976023656785825
DSC_1826_1.JPG,1,0.990043423151198
DSC_1826_2.JPG,1,0.9765698130241619
DSC_1827_1.JPG,1,0.9958484056327919
DSC_1827_2.JPG,0,1.01
DSC_1828_1.JPG,1,0.9899916682952921
DSC_1828_2.JPG,1,0.9965003171662941
DSC_1829_1.JPG,1,0.9887754294985389
DSC_1829_2.JPG,1,0.9951650618048928
DSC_1830_1.JPG,1,0.983770934991672
DSC_1830_2.JPG,1,0.9957545128891055
DSC_1831_1.JPG,1,0.9784995672285142
DSC_1831_2.JPG,1,0.991720627265042
DSC_1832_1.JPG,1,0.9656850107420261
DSC_1832_2.JPG,1,0.9759259946519573
DSC_1833_2.JPG,1,0.9738374425791855
DSC_1834_2.JPG,1,0.9607559710905124
DSC_1835_1.JPG,1,0.9017552755606061
DSC_1835_2.JPG,1,0.9664016840705758
DSC_1836_1.JPG,1,0.8299580089861346
DSC_1836_2.JPG,1,0.9938474174889941
DSC_1837_2.JPG,1,0.9903586954828054
DSC_1838_1.JPG,1,0.9164250933136285
DSC_1838_2.JPG,1,0.9911799771370611
DSC_1839_1.JPG,1,0.9044052206868652
DSC_1839_2.JPG,1,0.9794483483541938
DSC_1840_1.JPG,0,1.01
DSC_1840_2.JPG,1,0.9935769918567016
DSC_1844_1.JPG,1,0.8997308536477465
DSC_1844_2.JPG,1,0.9504742944138658
DSC_1845_2.JPG,1,0.9929079881105152
DSC_1847_1.JPG,1,0.919014211351069
DSC_1847_2.JPG,1,0.9166247328916048
DSC_1848.JPG,1,0.9572332993327141
DSC_1851.JPG,1,0.8234509922738978
DSC_1852.JPG,1,0.8230048187536643
DSC_1853.JPG,1,0.8694944278818852
DSC_1859_1.JPG,1,0.9883770702314708
DSC_1859_2.JPG,1,0.9868787414729222
DSC_1860_1.JPG,1,0.9964858015664597
DSC_1860_2.JPG,1,0.9921784107043315
DSC_1863_1.JPG,1,0.942640394450611
DSC_1863_2.JPG,1,0.9473074004503216
DSC_1864_1.JPG,1,0.9648224403515924
DSC_1864_2.JPG,1,0.9768750156711944
DSC_1865_1.JPG,1,0.9588041126541783
DSC_1865_2.JPG,1,0.9696236728709925
DSC_1866.JPG,1,0.9798847400398095
DSC_1867_1.JPG,1,0.9765373121218232
DSC_1867_2.JPG,1,0.9834583273240068
DSC_1868_1.JPG,1,0.9896108693622929
DSC_1868_2.JPG,1,0.9874640068748396
DSC_1869_1.JPG,1,0.9924082348877967
DSC_1869_2.JPG,1,0.9901039833077168
DSC_1870_1.JPG,1,0.9900075302104873
DSC_1870_2.JPG,1,0.9947657342108156
DSC_1871_1.JPG,1,0.9895834349496341
DSC_1871_2.JPG,0,1.01
DSC_1872_1.JPG,1,0.9839580731672365
DSC_1872_2.JPG,1,0.9798732525786471
DSC_1873_1.JPG,1,0.9962992026816249
DSC_1873_2.JPG,0,1.01
DSC_1874_1.JPG,1,0.9427961856265544
DSC_1874_2.JPG,1,0.9479616087310732
DSC_1880.JPG,1,0.9017178832886233
DSC_1886_1.JPG,1,0.9900634838885425
DSC_1886_2.JPG,1,0.993904048016244
DSC_1887_1.JPG,1,0.901171842367076
DSC_1887_2.JPG,1,0.9558329420836863
DSC_1888_1.JPG,1,0.9924311775651726
DSC_1888_2.JPG,1,0.9915366112766183
DSC_1889_1.JPG,1,0.8489340300092207
DSC_1889_2.JPG,1,0.8620473943191052
DSC_1890_1.JPG,1,0.9544405047574704
DSC_1890_2.JPG,1,0.9471400839248598
DSC_1891_1.JPG,1,0.8086633424556962
DSC_1891_2.JPG,1,0.822505397857627
DSC_1892_1.JPG,1,0.9355760269385499
DSC_1892_2.JPG,1,0.9258854867472337
DSC_1893_1.JPG,1,0.9922325113781112
DSC_1893_2.JPG,1,0.9892362792526286
DSC_1894_1.JPG,1,0.9890392813909016
DSC_1894_2.JPG,1,0.9827926761776631
DSC_1895_1.JPG,1,0.9904410167282207
DSC_1895_2.JPG,1,0.9776742343047695
DSC_1896_1.JPG,1,0.9953117320125524
DSC_1896_2.JPG,1,0.9913837666379972
DSC_1897_1.JPG,1,0.994514373660199
DSC_1897_2.JPG,1,0.9944043106225425
DSC_1898_1.JPG,1,0.9862850766674637
DSC_1898_2.JPG,1,0.9857138652865425
DSC_1899_1.JPG,1,0.9741738405998334
DSC_1899_2.JPG,1,0.9897392234306474
DSC_1900_1.JPG,1,0.9917894672964308
DSC_1900_2.JPG,1,0.994258959239225
DSC_1901_1.JPG,1,0.9829622914245132
DSC_1901_2.JPG,1,0.99339057861984
DSC_1902_1.JPG,1,0.9929796990162826
DSC_1902_2.JPG,1,0.992916413681441
DSC_1903_1.JPG,1,0.9823177872372065
DSC_1903_2.JPG,1,0.9926711360423223
